"image_1628747066770.jpg","1628747066770","0.0","0.0"
"image_1628747067271.jpg","1628747067271","0.0","0.0"
"image_1628747067770.jpg","1628747067770","0.0","0.0"
"image_1628747068270.jpg","1628747068270","0.23561946","0.0"
"image_1628747068770.jpg","1628747068770","0.35342917","0.0"
"image_1628747069269.jpg","1628747069269","0.4712389","0.0"
"image_1628747069770.jpg","1628747069770","0.4712389","-0.14509809"
"image_1628747070269.jpg","1628747070269","0.35342917","0.0"
"image_1628747070769.jpg","1628747070769","0.35342917","0.0"
"image_1628747071270.jpg","1628747071270","0.23561946","0.0"
"image_1628747071769.jpg","1628747071769","0.23561946","0.0"
"image_1628747072269.jpg","1628747072269","0.4712389","0.0"
"image_1628747072770.jpg","1628747072770","0.35342917","0.0"
"image_1628747073269.jpg","1628747073269","0.4712389","0.0"
"image_1628747073770.jpg","1628747073770","0.35342917","0.0"
"image_1628747074269.jpg","1628747074269","0.4712389","0.0"
"image_1628747074769.jpg","1628747074769","0.35342917","0.0"
"image_1628747075270.jpg","1628747075270","0.4712389","0.0"
"image_1628747075769.jpg","1628747075769","0.35342917","0.0"
"image_1628747076270.jpg","1628747076270","0.35342917","0.0"
"image_1628747076769.jpg","1628747076769","0.35342917","0.0"
"image_1628747077270.jpg","1628747077270","0.35342917","0.0"
"image_1628747077769.jpg","1628747077769","0.35342917","-0.15294123"
"image_1628747078269.jpg","1628747078269","0.35342917","0.0"
"image_1628747078769.jpg","1628747078769","0.4712389","0.0"
"image_1628747079270.jpg","1628747079270","0.35342917","0.0"
"image_1628747079769.jpg","1628747079769","0.35342917","0.0"
"image_1628747080269.jpg","1628747080269","0.4712389","0.0"
"image_1628747080770.jpg","1628747080770","0.35342917","0.0"
"image_1628747081270.jpg","1628747081270","0.23561946","0.0"
"image_1628747081769.jpg","1628747081769","0.23561946","0.0"
